term,canonical_name,geo_type,map_level,country,admin1_name,latitude,longitude,source
Bhilai,Bhilai,place,point,India,Chhattisgarh,21.218613,81.431387,natural_earth_populated_places
Raipur,Raipur,place,point,India,Chhattisgarh,21.23694,81.633061,natural_earth_populated_places
Ahmedabad,Ahmedabad,place,point,India,Dadra and Nagar Haveli,23.031999,72.578058,natural_earth_populated_places
Rajkot,Rajkot,place,point,India,Dadra and Nagar Haveli,22.311965,70.798063,natural_earth_populated_places
Surat,Surat,place,point,India,Dadra and Nagar Haveli,21.20193,72.838094,natural_earth_populated_places
Vadodara,Vadodara,place,point,India,Dadra and Nagar Haveli,22.311965,73.178073,natural_earth_populated_places
Delhi,Delhi,place,point,India,Delhi,28.671939,77.228058,natural_earth_populated_places
New Delhi,New Delhi,place,point,India,Delhi,28.600023,77.19998,natural_earth_populated_places
Faridabad,Faridabad,place,point,India,Haryana,28.435279,77.314721,natural_earth_populated_places
Jammu,Jammu,place,point,India,Jammu and Kashmir,32.713733,74.844793,natural_earth_populated_places
Srinagar,Srinagar,place,point,India,Jammu and Kashmir,34.101917,74.813064,natural_earth_populated_places
Dhanbad,Dhanbad,place,point,India,Jharkhand,23.802339,86.41804,natural_earth_populated_places
Jamshedpur,Jamshedpur,place,point,India,Jharkhand,22.789481,86.195573,natural_earth_populated_places
Ranchi,Ranchi,place,point,India,Jharkhand,23.371952,85.328081,natural_earth_populated_places
Bengaluru,Bengaluru,place,point,India,Karnataka,12.971941,77.558064,natural_earth_populated_places
Hubballi,Hubballi,place,point,India,Karnataka,15.361924,75.12307,natural_earth_populated_places
Kalaburagi,Kalaburagi,place,point,India,Karnataka,17.34996,76.820003,natural_earth_populated_places
Mangaluru,Mangaluru,place,point,India,Karnataka,12.900025,74.849994,natural_earth_populated_places
Mysuru,Mysuru,place,point,India,Karnataka,12.31193,76.658067,natural_earth_populated_places
Kochi,Kochi,place,point,India,Kerala,10.016953,76.22197,natural_earth_populated_places
Kozhikode,Kozhikode,place,point,India,Kerala,11.252382,75.768044,natural_earth_populated_places
Thiruvananthapuram,Thiruvananthapuram,place,point,India,Kerala,8.50193,76.948075,natural_earth_populated_places
Leh,Leh,place,point,India,Ladakh,34.161559,77.572291,natural_earth_populated_places
Bhopal,Bhopal,place,point,India,Madhya Pradesh,23.251934,77.408047,natural_earth_populated_places
Gwalior,Gwalior,place,point,India,Madhya Pradesh,26.231933,78.178129,natural_earth_populated_places
Indore,Indore,place,point,India,Madhya Pradesh,22.717005,75.863077,natural_earth_populated_places
Jabalpur,Jabalpur,place,point,India,Madhya Pradesh,23.177003,79.953112,natural_earth_populated_places
Akola,Akola,place,point,India,Maharashtra,20.709988,77.010018,natural_earth_populated_places
Aurangabad,Aurangabad,place,point,India,Maharashtra,19.897642,75.318356,natural_earth_populated_places
Kolhapur,Kolhapur,place,point,India,Maharashtra,16.7,74.220007,natural_earth_populated_places
Mumbai,Mumbai,place,point,India,Maharashtra,19.018936,72.855043,natural_earth_populated_places
Nagpur,Nagpur,place,point,India,Maharashtra,21.171906,79.088048,natural_earth_populated_places
Nanded,Nanded,place,point,India,Maharashtra,19.169979,77.300026,natural_earth_populated_places
Nasik,Nasik,place,point,India,Maharashtra,20.002365,73.778036,natural_earth_populated_places
Pune,Pune,place,point,India,Maharashtra,18.531963,73.848058,natural_earth_populated_places
Sholapur,Sholapur,place,point,India,Maharashtra,17.672352,75.898062,natural_earth_populated_places
Bhubaneshwar,Bhubaneswar,place,point,India,Orissa,20.272374,85.825415,natural_earth_populated_places
Bhubaneswar,Bhubaneswar,place,point,India,Orissa,20.272374,85.825415,natural_earth_populated_places
Cuttack,Cuttack,place,point,India,Orissa,20.470003,85.889941,natural_earth_populated_places
Puducherry,Puducherry,place,point,India,Puducherry,11.934994,79.83,natural_earth_populated_places
Amritsar,Amritsar,place,point,India,Punjab,31.641938,74.868047,natural_earth_populated_places
Jullundur,Jullundur,place,point,India,Punjab,31.336867,75.567074,natural_earth_populated_places
Ludhiana,Ludhiana,place,point,India,Punjab,30.929708,75.870312,natural_earth_populated_places
Jaipur,Jaipur,place,point,India,Rajasthan,26.923079,75.808042,natural_earth_populated_places
Jodhpur,Jodhpur,place,point,India,Rajasthan,26.293712,73.014827,natural_earth_populated_places
Kota,Kota,place,point,India,Rajasthan,25.181945,75.833053,natural_earth_populated_places
Chennai,Chennai,place,point,India,Tamil Nadu,13.091934,80.278053,natural_earth_populated_places
Coimbatore,Coimbatore,place,point,India,Tamil Nadu,11.001906,76.948075,natural_earth_populated_places
Madurai,Madurai,place,point,India,Tamil Nadu,9.921972,78.118081,natural_earth_populated_places
Salem,Salem,place,point,India,Tamil Nadu,11.671943,78.178129,natural_earth_populated_places
Tiruchirappalli,Tiruchirappalli,place,point,India,Tamil Nadu,10.811944,78.688021,natural_earth_populated_places
Hyderabad,Hyderabad,place,point,India,Telangana,17.401929,78.478008,natural_earth_populated_places
Agra,Agra,place,point,India,Uttar Pradesh,27.172366,78.013075,natural_earth_populated_places
Aligarh,Aligarh,place,point,India,Uttar Pradesh,27.894157,78.059842,natural_earth_populated_places
Allahabad,Allahabad,place,point,India,Uttar Pradesh,25.456941,81.838061,natural_earth_populated_places
Ghaziabad,Ghaziabad,place,point,India,Uttar Pradesh,28.662327,77.406445,natural_earth_populated_places
Kanpur,Kanpur,place,point,India,Uttar Pradesh,26.461945,80.31805,natural_earth_populated_places
Lucknow,Lucknow,place,point,India,Uttar Pradesh,26.856985,80.913053,natural_earth_populated_places
Meerut,Meerut,place,point,India,Uttar Pradesh,29.002358,77.698055,natural_earth_populated_places
Moradabad,Moradabad,place,point,India,Uttar Pradesh,28.843737,78.754838,natural_earth_populated_places
Saharanpur,Saharanpur,place,point,India,Uttar Pradesh,29.970017,77.550036,natural_earth_populated_places
Varanasi,Varanasi,place,point,India,Uttar Pradesh,25.331936,82.998094,natural_earth_populated_places
Asansol,Asansol,place,point,India,West Bengal,23.685279,86.981387,natural_earth_populated_places
Kolkata,Kolkata,place,point,India,West Bengal,22.496915,88.32273,natural_earth_populated_places
Banda Aceh,Banda Aceh,place,point,Indonesia,Aceh,5.549983,95.320011,natural_earth_populated_places
Tanjung Pandan,Tanjung Pandan,place,point,Indonesia,Bangka-Belitung,-2.750027,107.650008,natural_earth_populated_places
Tanjungpandan,Tanjung Pandan,place,point,Indonesia,Bangka-Belitung,-2.750027,107.650008,natural_earth_populated_places
Gorontalo,Gorontalo,place,point,Indonesia,Gorontalo,0.549978,123.070048,natural_earth_populated_places
Jakarta,Jakarta,place,point,Indonesia,Jakarta Raya,-6.172472,106.827492,natural_earth_populated_places
Bandung,Bandung,place,point,Indonesia,Jawa Barat,-6.948083,107.568067,natural_earth_populated_places
Semarang,Semarang,place,point,Indonesia,Jawa Tengah,-6.964672,110.418074,natural_earth_populated_places
Surakarta,Surakarta,place,point,Indonesia,Jawa Tengah,-7.564979,110.825008,natural_earth_populated_places
Malang,Malang,place,point,Indonesia,Jawa Timur,-7.978046,112.608069,natural_earth_populated_places
Surabaya,Surabaya,place,point,Indonesia,Jawa Timur,-7.24729,112.748887,natural_earth_populated_places
Bandjarmasin,Bandjarmasin,place,point,Indonesia,Kalimantan Selatan,-3.329992,114.580076,natural_earth_populated_places
Balikpapan,Balikpapan,place,point,Indonesia,Kalimantan Timur,-1.250015,116.830016,natural_earth_populated_places
Tarakan,Tarakan,place,point,Indonesia,Kalimantan Timur,3.300017,117.633016,natural_earth_populated_places
Bandar Lampung,Bandar Lampung,place,point,Indonesia,Lampung,-5.428073,105.268052,natural_earth_populated_places
Ambon,Ambon,place,point,Indonesia,Maluku,-3.716687,128.20002,natural_earth_populated_places
Ternate,Ternate,place,point,Indonesia,Maluku Utara,0.792961,127.363016,natural_earth_populated_places
Raba,Raba,place,point,Indonesia,Nusa Tenggara Barat,-8.449989,118.766642,natural_earth_populated_places
Kupang,Kupang,place,point,Indonesia,Nusa Tenggara Timur,-10.178669,123.582989,natural_earth_populated_places
Jayapura,Jayapura,place,point,Indonesia,Papua,-2.532986,140.69998,natural_earth_populated_places
Makassar,Makassar,place,point,Indonesia,Sulawesi Selatan,-5.138013,119.430082,natural_earth_populated_places
Parepare,Parepare,place,point,Indonesia,Sulawesi Selatan,-4.016668,119.633307,natural_earth_populated_places
Padang,Padang,place,point,Indonesia,Sumatera Barat,-0.958061,100.358068,natural_earth_populated_places
Palembang,Palembang,place,point,Indonesia,Sumatera Selatan,-2.978093,104.748084,natural_earth_populated_places
Medan,Medan,place,point,Indonesia,Sumatera Utara,3.58192,98.648094,natural_earth_populated_places
Tabriz,Tabriz,place,point,Iran,East Azarbaijan,38.088237,46.2993,natural_earth_populated_places
Isfahan,Isfahan,place,point,Iran,Esfahan,32.701951,51.698092,natural_earth_populated_places
Shiraz,Shiraz,place,point,Iran,Fars,29.631906,52.568065,natural_earth_populated_places
Hamadan,Hamadan,place,point,Iran,Hamadan,34.796027,48.515013,natural_earth_populated_places
Bandar-e-Abbas,Bandar-e-Abbas,place,point,Iran,Hormozgan,27.20406,56.272136,natural_earth_populated_places
Ahvaz,Ahvaz,place,point,Iran,Khuzestan,31.281935,48.718067,natural_earth_populated_places
Mashhad,Mashhad,place,point,Iran,Razavi Khorasan,36.271966,59.568051,natural_earth_populated_places
Tehran,Tehran,place,point,Iran,Tehran,35.673889,51.422398,natural_earth_populated_places
Yazd,Yazd,place,point,Iran,Yazd,31.920053,54.370004,natural_earth_populated_places
Basra,Basra,place,point,Iraq,Al-Basrah,30.51547,47.811611,natural_earth_populated_places
An Najaf,Najaf,place,point,Iraq,An-Najaf,32.000332,44.335371,natural_earth_populated_places
Najaf,Najaf,place,point,Iraq,An-Najaf,32.000332,44.335371,natural_earth_populated_places
Kirkuk,Kirkuk,place,point,Iraq,At-Ta'mim,35.472239,44.392267,natural_earth_populated_places
Baghdad,Baghdad,place,point,Iraq,Baghdad,33.340594,44.391923,natural_earth_populated_places
Mosul,Mosul,place,point,Iraq,Ninawa,36.346948,43.143059,natural_earth_populated_places
Dublin,Dublin,place,point,Ireland,Dublin,53.335007,-6.250852,natural_earth_populated_places
Douglas,Douglas,place,point,Isle of Man,,54.150427,-4.480021,natural_earth_populated_places
Jerusalem,Jerusalem,place,point,Israel,Jerusalem,31.778408,35.206626,natural_earth_populated_places
Tel Aviv,Tel Aviv,place,point,Israel,Tel Aviv,32.081937,34.768066,natural_earth_populated_places
Tel Aviv-Yafo,Tel Aviv,place,point,Israel,Tel Aviv,32.081937,34.768066,natural_earth_populated_places
L'Aquila,L'Aquila,place,point,Italy,Abruzzo,42.350398,13.390025,natural_earth_populated_places
Bari,Bari,place,point,Italy,Apulia,41.11422,16.872758,natural_earth_populated_places
Potenza,Potenza,place,point,Italy,Basilicata,40.642002,15.798997,natural_earth_populated_places
Catanzaro,Catanzaro,place,point,Italy,Calabria,38.900376,16.60001,natural_earth_populated_places
Naples,Naples,place,point,Italy,Campania,40.841971,14.243066,natural_earth_populated_places
Bologna,Bologna,place,point,Italy,Emilia-Romagna,44.500422,11.340021,natural_earth_populated_places
Trieste,Trieste,place,point,Italy,Friuli-Venezia Giulia,45.650378,13.800026,natural_earth_populated_places
Rome,Rome,place,point,Italy,Lazio,41.897902,12.481313,natural_earth_populated_places
Genoa,Genoa,place,point,Italy,Liguria,44.409988,8.930039,natural_earth_populated_places
Milan,Milan,place,point,Italy,Lombardia,45.471921,9.203063,natural_earth_populated_places
Ancona,Ancona,place,point,Italy,Marche,43.600374,13.499941,natural_earth_populated_places
Campobasso,Campobasso,place,point,Italy,Molise,41.562999,14.655997,natural_earth_populated_places
Turin,Turin,place,point,Italy,Piemonte,45.072333,7.668015,natural_earth_populated_places
Cagliari,Cagliari,place,point,Italy,Sardegna,39.222398,9.103982,natural_earth_populated_places
Catania,Catania,place,point,Italy,Sicily,37.499971,15.079999,natural_earth_populated_places
Palermo,Palermo,place,point,Italy,Sicily,38.126969,13.348081,natural_earth_populated_places
Florence,Florence,place,point,Italy,Toscana,43.780001,11.25,natural_earth_populated_places
Trento,Trento,place,point,Italy,Trentino-Alto Adige,46.080429,11.119983,natural_earth_populated_places
Perugia,Perugia,place,point,Italy,Umbria,43.110378,12.389983,natural_earth_populated_places
Aosta,Aosta,place,point,Italy,Valle d'Aosta,45.737001,7.315003,natural_earth_populated_places
Venice,Venice,place,point,Italy,Veneto,45.438659,12.334999,natural_earth_populated_places
Yamoussoukro,Yamoussoukro,place,point,Ivory Coast,Lacs,6.818381,-5.275503,natural_earth_populated_places
Abidjan,Abidjan,place,point,Ivory Coast,Lagunes,5.321943,-4.041994,natural_earth_populated_places
Bouake,Bouaké,place,point,Ivory Coast,Vallée du Bandama,7.689982,-5.030014,natural_earth_populated_places
Bouaké,Bouaké,place,point,Ivory Coast,Vallée du Bandama,7.689982,-5.030014,natural_earth_populated_places
Kingston,Kingston,place,point,Jamaica,Kingston,17.977077,-76.767434,natural_earth_populated_places
Nagoya,Nagoya,place,point,Japan,Aichi,35.156943,136.913046,natural_earth_populated_places
Matsuyama,Matsuyama,place,point,Japan,Ehime,33.845543,132.765839,natural_earth_populated_places
Fukuoka,Fukuoka,place,point,Japan,Fukuoka,33.596961,130.408068,natural_earth_populated_places
Gifu,Gifu,place,point,Japan,Gifu,35.423095,136.762753,natural_earth_populated_places
Hiroshima,Hiroshima,place,point,Japan,Hiroshima,34.389781,132.440967,natural_earth_populated_places
Hakodate,Hakodate,place,point,Japan,Hokkaido,41.79498,140.739978,natural_earth_populated_places
Kushiro,Kushiro,place,point,Japan,Hokkaido,42.97496,144.374691,natural_earth_populated_places
Sapporo,Sapporo,place,point,Japan,Hokkaido,43.076925,141.338099,natural_earth_populated_places
Kochi,Kōchi,place,point,Japan,Kochi,33.562433,133.537523,natural_earth_populated_places
Kōchi,Kōchi,place,point,Japan,Kochi,33.562433,133.537523,natural_earth_populated_places
Kyoto,Kyoto,place,point,Japan,Kyoto,35.031938,135.748052,natural_earth_populated_places
Sendai,Sendai,place,point,Japan,Miyagi,38.289052,141.019772,natural_earth_populated_places
Miyazaki,Miyazaki,place,point,Japan,Miyazaki,31.918244,131.418376,natural_earth_populated_places
Nagano,Nagano,place,point,Japan,Nagano,36.649997,138.170005,natural_earth_populated_places
Nagasaki,Nagasaki,place,point,Japan,Nagasaki,32.764988,129.885033,natural_earth_populated_places
Naha,Naha,place,point,Japan,Okinawa,26.207172,127.672972,natural_earth_populated_places
Osaka,Ōsaka,place,point,Japan,Osaka,34.751981,135.458199,natural_earth_populated_places
Ōsaka,Ōsaka,place,point,Japan,Osaka,34.751981,135.458199,natural_earth_populated_places
Tokyo,Tokyo,place,point,Japan,Tokyo,35.686963,139.749462,natural_earth_populated_places
Sakata,Sakata,place,point,Japan,Yamagata,38.920039,139.850058,natural_earth_populated_places
Amman,Amman,place,point,Jordan,Amman,31.951971,35.931354,natural_earth_populated_places
Almaty,Almaty,place,point,Kazakhstan,Almaty,43.326936,76.91309,natural_earth_populated_places
Astana,Nur-Sultan,place,point,Kazakhstan,Aqmola,51.181125,71.427774,natural_earth_populated_places
Nur-Sultan,Nur-Sultan,place,point,Kazakhstan,Aqmola,51.181125,71.427774,natural_earth_populated_places
Aqtobe,Aqtobe,place,point,Kazakhstan,Aqtöbe,50.280018,57.169988,natural_earth_populated_places
Atyrau,Atyrau,place,point,Kazakhstan,Atyrau,47.112692,51.920024,natural_earth_populated_places
Oskemen,Oskemen,place,point,Kazakhstan,East Kazakhstan,49.990035,82.614947,natural_earth_populated_places
Semey,Semey,place,point,Kazakhstan,East Kazakhstan,50.434995,80.275038,natural_earth_populated_places
Ekibastuz,Ekibastuz,place,point,Kazakhstan,Pavlodar,51.729981,75.31994,natural_earth_populated_places
Pavlodar,Pavlodar,place,point,Kazakhstan,Pavlodar,52.299998,76.950021,natural_earth_populated_places
Qaraghandy,Qaraghandy,place,point,Kazakhstan,Qaraghandy,49.884977,73.11501,natural_earth_populated_places
Rudniy,Rudniy,place,point,Kazakhstan,Qostanay,52.952697,63.130038,natural_earth_populated_places
Rudny,Rudniy,place,point,Kazakhstan,Qostanay,52.952697,63.130038,natural_earth_populated_places
Qyzylorda,Qyzylorda,place,point,Kazakhstan,Qyzylorda,44.800016,65.464986,natural_earth_populated_places
Shymkent,Shymkent,place,point,Kazakhstan,South Kazakhstan,42.320012,69.595018,natural_earth_populated_places
Taraz,Taraz,place,point,Kazakhstan,Zhambyl,42.899977,71.364987,natural_earth_populated_places
Mombasa,Mombasa,place,point,Kenya,Coast,-4.03808,39.687972,natural_earth_populated_places
Meru,Meru,place,point,Kenya,Eastern,0.059982,37.640018,natural_earth_populated_places
Nairobi,Nairobi,place,point,Kenya,Nairobi,-1.281401,36.814711,natural_earth_populated_places
Eldoret,Eldoret,place,point,Kenya,Rift Valley,0.520006,35.269981,natural_earth_populated_places
Tarawa,Tarawa,place,point,Kiribati,,1.338188,173.017571,natural_earth_populated_places
Pristina,Pristina,place,point,Kosovo,Pristina,42.66671,21.165984,natural_earth_populated_places
Kuwait City,Kuwait City,place,point,Kuwait,Al Kuwayt,29.371664,47.976355,natural_earth_populated_places
Bishkek,Bishkek,place,point,Kyrgyzstan,Bishkek,42.875025,74.583258,natural_earth_populated_places
Vientiane,Vientiane,place,point,Laos,Vientiane [prefecture],17.966693,102.59998,natural_earth_populated_places
Riga,Riga,place,point,Latvia,Riga,56.950024,24.099965,natural_earth_populated_places
Beirut,Beirut,place,point,Lebanon,Beirut,33.873921,35.507762,natural_earth_populated_places
Maseru,Maseru,place,point,Lesotho,Maseru,-29.316674,27.483273,natural_earth_populated_places
Monrovia,Monrovia,place,point,Liberia,Montserrado,6.314582,-10.79966,natural_earth_populated_places
Al Jawf,Al Jawf,place,point,Libya,Al Kufrah,24.199982,23.289989,natural_earth_populated_places
Zuwara,Zuwara,place,point,Libya,An Nuqat al Khams,32.93441,12.079149,natural_earth_populated_places
Zuwarah,Zuwara,place,point,Libya,An Nuqat al Khams,32.93441,12.079149,natural_earth_populated_places
Banghazi,Banghazi,place,point,Libya,Benghazi,32.118679,20.064777,natural_earth_populated_places
Misrata,Misrata,place,point,Libya,Misratah,32.379973,15.099998,natural_earth_populated_places
Misratah,Misrata,place,point,Libya,Misratah,32.379973,15.099998,natural_earth_populated_places
Tmassa,Tmassa,place,point,Libya,Murzuq,26.366645,15.800007,natural_earth_populated_places
Tmassah,Tmassa,place,point,Libya,Murzuq,26.366645,15.800007,natural_earth_populated_places
Sabha,Sabha,place,point,Libya,Sabha,27.033271,14.43332,natural_earth_populated_places
Tripoli,Tripoli,place,point,Libya,Tajura' wa an Nawahi al Arba,32.8925,13.180012,natural_earth_populated_places
Vaduz,Vaduz,place,point,Liechtenstein,,47.133724,9.51667,natural_earth_populated_places
Vilnius,Vilnius,place,point,Lithuania,Vilniaus,54.683366,25.316635,natural_earth_populated_places
Luxembourg,Luxembourg,place,point,Luxembourg,Luxembourg,49.61166,6.130003,natural_earth_populated_places
Macau,Macau,place,point,Macau S.A.R,,22.202998,113.545048,natural_earth_populated_places
Antananarivo,Antananarivo,place,point,Madagascar,Antananarivo,-18.914692,47.514678,natural_earth_populated_places
Antsiranana,Antsiranana,place,point,Madagascar,Antsiranana,-12.276502,49.311526,natural_earth_populated_places
Fianarantsoa,Fianarantsoa,place,point,Madagascar,Fianarantsoa,-21.433331,47.083265,natural_earth_populated_places
Mahajanga,Mahajanga,place,point,Madagascar,Mahajanga,-15.670014,46.345016,natural_earth_populated_places
Toliara,Toliara,place,point,Madagascar,Toliary,-23.356831,43.689984,natural_earth_populated_places
Blantyre,Blantyre,place,point,Malawi,Blantyre,-15.790007,34.989947,natural_earth_populated_places
Lilongwe,Lilongwe,place,point,Malawi,Lilongwe,-13.983295,33.783302,natural_earth_populated_places
Mzuzu,Mzuzu,place,point,Malawi,Mzimba,-11.459987,34.01998,natural_earth_populated_places
George Town,George Town,place,point,Malaysia,Pulau Pinang,5.413613,100.329368,natural_earth_populated_places
Kuching,Kuching,place,point,Malaysia,Sarawak,1.52997,110.329999,natural_earth_populated_places
Kuala Lumpur,Kuala Lumpur,place,point,Malaysia,Selangor,3.168612,101.698037,natural_earth_populated_places
Putrajaya,Putrajaya,place,point,Malaysia,Selangor,2.91402,101.701947,natural_earth_populated_places
Male,Malé,place,point,Maldives,,4.166708,73.499948,natural_earth_populated_places
Malé,Malé,place,point,Maldives,,4.166708,73.499948,natural_earth_populated_places
Bamako,Bamako,place,point,Mali,Bamako,12.651961,-8.001985,natural_earth_populated_places
Gao,Gao,place,point,Mali,Gao,16.26659,-0.050008,natural_earth_populated_places
Kayes,Kayes,place,point,Mali,Kayes,14.449982,-11.44001,natural_earth_populated_places
Djenne,Djenné,place,point,Mali,Mopti,13.89999,-4.549991,natural_earth_populated_places
Djenné,Djenné,place,point,Mali,Mopti,13.89999,-4.549991,natural_earth_populated_places
Segou,Ségou,place,point,Mali,Ségou,13.439992,-6.260016,natural_earth_populated_places
Ségou,Ségou,place,point,Mali,Ségou,13.439992,-6.260016,natural_earth_populated_places
Timbuktu,Timbuktu,place,point,Mali,Timbuktu,16.766585,-3.016597,natural_earth_populated_places
Valletta,Valletta,place,point,Malta,,35.899733,14.514711,natural_earth_populated_places
Majuro,Majuro,place,point,Marshall Islands,,7.103004,171.38,natural_earth_populated_places
Atar,Atar,place,point,Mauritania,Adrar,20.51664,-13.049989,natural_earth_populated_places
Nouadhibou,Nouadhibou,place,point,Mauritania,Dakhlet Nouadhibou,20.900002,-17.056024,natural_earth_populated_places
Ayoun el Atrous,Ayoun el Atrous,place,point,Mauritania,Hodh el Gharbi,16.666591,-9.616659,natural_earth_populated_places
Nouakchott,Nouakchott,place,point,Mauritania,Nouakchott,18.086427,-15.97534,natural_earth_populated_places
Port Louis,Port Louis,place,point,Mauritius,,-20.166639,57.499994,natural_earth_populated_places
Mexicali,Mexicali,place,point,Mexico,Baja California,32.651928,-115.481962,natural_earth_populated_places
Tijuana,Tijuana,place,point,Mexico,Baja California,32.501963,-117.081942,natural_earth_populated_places
La Paz,La Paz,place,point,Mexico,Baja California Sur,24.139959,-110.319995,natural_earth_populated_places
Campeche,Campeche,place,point,Mexico,Campeche,19.82999,-90.499991,natural_earth_populated_places
Tuxtla Gutierrez,Tuxtla Gutiérrez,place,point,Mexico,Chiapas,16.749997,-93.15001,natural_earth_populated_places
Tuxtla Gutiérrez,Tuxtla Gutiérrez,place,point,Mexico,Chiapas,16.749997,-93.15001,natural_earth_populated_places
Chihuahua,Chihuahua,place,point,Mexico,Chihuahua,28.646927,-106.086928,natural_earth_populated_places
Torreon,Torreón,place,point,Mexico,Coahuila,25.571999,-103.421949,natural_earth_populated_places
Torreón,Torreón,place,point,Mexico,Coahuila,25.571999,-103.421949,natural_earth_populated_places
Colima,Colima,place,point,Mexico,Colima,19.229975,-103.72001,natural_earth_populated_places
Mexico City,Mexico City,place,point,Mexico,Distrito Federal,19.444388,-99.132934,natural_earth_populated_places
Leon,León,place,point,Mexico,Guanajuato,21.151933,-101.701976,natural_earth_populated_places
León,León,place,point,Mexico,Guanajuato,21.151933,-101.701976,natural_earth_populated_places
Acapulco,Acapulco,place,point,Mexico,Guerrero,16.849991,-99.915979,natural_earth_populated_places
Guadalajara,Guadalajara,place,point,Mexico,Jalisco,20.671962,-103.33198,natural_earth_populated_places
Monterrey,Monterrey,place,point,Mexico,Nuevo León,25.671941,-100.331931,natural_earth_populated_places
Oaxaca,Oaxaca,place,point,Mexico,Oaxaca,17.08269,-96.66995,natural_earth_populated_places
Puebla,Puebla,place,point,Mexico,Puebla,19.051906,-98.201983,natural_earth_populated_places
Cancun,Cancún,place,point,Mexico,Quintana Roo,21.16996,-86.830008,natural_earth_populated_places
Cancún,Cancún,place,point,Mexico,Quintana Roo,21.16996,-86.830008,natural_earth_populated_places
San Luis Potosi,San Luis Potosí,place,point,Mexico,San Luis Potosí,22.171922,-101.001941,natural_earth_populated_places
San Luis Potosí,San Luis Potosí,place,point,Mexico,San Luis Potosí,22.171922,-101.001941,natural_earth_populated_places
Culiacan,Culiacán,place,point,Mexico,Sinaloa,24.831941,-107.381914,natural_earth_populated_places
Culiacán,Culiacán,place,point,Mexico,Sinaloa,24.831941,-107.381914,natural_earth_populated_places
Mazatlan,Mazatlán,place,point,Mexico,Sinaloa,23.221101,-106.420001,natural_earth_populated_places
Mazatlán,Mazatlán,place,point,Mexico,Sinaloa,23.221101,-106.420001,natural_earth_populated_places
Guaymas,Guaymas,place,point,Mexico,Sonora,27.930012,-110.889986,natural_earth_populated_places
Hermosillo,Hermosillo,place,point,Mexico,Sonora,29.098881,-110.954065,natural_earth_populated_places
Nogales,Nogales,place,point,Mexico,Sonora,31.305,-110.944996,natural_earth_populated_places
Matamoros,Matamoros,place,point,Mexico,Tamaulipas,25.879982,-97.500003,natural_earth_populated_places
Nuevo Laredo,Nuevo Laredo,place,point,Mexico,Tamaulipas,27.499987,-99.550007,natural_earth_populated_places
Tampico,Tampico,place,point,Mexico,Tamaulipas,22.30002,-97.870006,natural_earth_populated_places
Veracruz,Veracruz,place,point,Mexico,Veracruz,19.177342,-96.159981,natural_earth_populated_places
Merida,Mérida,place,point,Mexico,Yucatán,20.968585,-89.618579,natural_earth_populated_places
Mérida,Mérida,place,point,Mexico,Yucatán,20.968585,-89.618579,natural_earth_populated_places
Chisinau,Chișinău,place,point,Moldova,Chisinau,47.005024,28.857711,natural_earth_populated_places
Chișinău,Chișinău,place,point,Moldova,Chisinau,47.005024,28.857711,natural_earth_populated_places
Monaco,Monaco,place,point,Monaco,,43.739646,7.406913,natural_earth_populated_places
Choibalsan,Choibalsan,place,point,Mongolia,Dornod,48.066587,114.506023,natural_earth_populated_places
Choybalsan,Choibalsan,place,point,Mongolia,Dornod,48.066587,114.506023,natural_earth_populated_places
Dund-Us,Dund-Us,place,point,Mongolia,Hovd,48.016642,91.633259,natural_earth_populated_places
Erdenet,Erdenet,place,point,Mongolia,Orhon,49.053297,104.118337,natural_earth_populated_places
Ulaanbaatar,Ulaanbaatar,place,point,Mongolia,Ulaanbaatar,47.918619,106.91467,natural_earth_populated_places
Dalandzadgad,Dalandzadgad,place,point,Mongolia,Ömnögovi,43.583553,104.440281,natural_earth_populated_places
Podgorica,Podgorica,place,point,Montenegro,Podgorica,42.465973,19.266307,natural_earth_populated_places
Safi,Safi,place,point,Morocco,Doukkala - Abda,32.319977,-9.239989,natural_earth_populated_places
Fez,Fez,place,point,Morocco,Fès - Boulemane,34.056546,-5.002323,natural_earth_populated_places
Casablanca,Casablanca,place,point,Morocco,Grand Casablanca,33.601922,-7.618313,natural_earth_populated_places
Laayoune,Laayoune,place,point,Morocco,Laâyoune - Boujdour - Sakia El Hamra,27.149982,-13.200006,natural_earth_populated_places
Marrakesh,Marrakesh,place,point,Morocco,Marrakech - Tensift - Al Haouz,31.631939,-8.001933,natural_earth_populated_places
Oujda,Oujda,place,point,Morocco,Oriental,34.690013,-1.909972,natural_earth_populated_places
Rabat,Rabat,place,point,Morocco,Rabat - Salé - Zemmour - Zaer,34.025307,-6.836408,natural_earth_populated_places
Pemba,Pemba,place,point,Mozambique,Cabo Delgado,-12.983046,40.532347,natural_earth_populated_places
Xai-Xai,Xai-Xai,place,point,Mozambique,Gaza,-25.039985,33.640003,natural_earth_populated_places
Maputo,Maputo,place,point,Mozambique,Maputo,-25.953332,32.587217,natural_earth_populated_places
Nacala,Nacala,place,point,Mozambique,Nampula,-14.518611,40.715024,natural_earth_populated_places
Nampula,Nampula,place,point,Mozambique,Nampula,-15.136041,39.293043,natural_earth_populated_places
Beira,Beira,place,point,Mozambique,Sofala,-19.820045,34.870006,natural_earth_populated_places
Tete,Tete,place,point,Mozambique,Tete,-16.170035,33.580007,natural_earth_populated_places
