term,canonical_name,geo_type,map_level,country,admin1_name,latitude,longitude,source
Mazar-e Sharif,Mazar-i-Sharif,place,point,Afghanistan,Balkh,36.699994,67.100028,natural_earth_populated_places
Mazar-i-Sharif,Mazar-i-Sharif,place,point,Afghanistan,Balkh,36.699994,67.100028,natural_earth_populated_places
Herat,Herat,place,point,Afghanistan,Hirat,34.330009,62.169993,natural_earth_populated_places
Kabul,Kabul,place,point,Afghanistan,Kabul,34.518636,69.181314,natural_earth_populated_places
Kandahar,Kandahar,place,point,Afghanistan,Kandahar,31.61002,65.694946,natural_earth_populated_places
Mariehamn,Mariehamn,place,point,Aland,Finström,60.096996,19.949005,natural_earth_populated_places
Tirana,Tirana,place,point,Albania,Durrës,41.327541,19.818883,natural_earth_populated_places
Algiers,Algiers,place,point,Algeria,Alger,36.765011,3.048607,natural_earth_populated_places
Annaba,Annaba,place,point,Algeria,Annaba,36.920006,7.759981,natural_earth_populated_places
Constantine,Constantine,place,point,Algeria,Constantine,36.359989,6.599948,natural_earth_populated_places
Ghardaia,Ghardaia,place,point,Algeria,Ghardaaa,32.489992,3.669998,natural_earth_populated_places
Oran,Oran,place,point,Algeria,Oran,35.711948,-0.621919,natural_earth_populated_places
Tamanrasset,Tamanrasset,place,point,Algeria,Tamanghasset,22.785003,5.522805,natural_earth_populated_places
Pago Pago,Pago Pago,place,point,American Samoa,,-14.276611,-170.706645,natural_earth_populated_places
Andorra,Andorra,place,point,Andorra,,42.500001,1.516486,natural_earth_populated_places
Benguela,Benguela,place,point,Angola,Benguela,-12.578265,13.407233,natural_earth_populated_places
Menongue,Menongue,place,point,Angola,Cuando Cubango,-14.666613,17.699994,natural_earth_populated_places
Huambo,Huambo,place,point,Angola,Huambo,-12.74804,15.758064,natural_earth_populated_places
Lubango,Lubango,place,point,Angola,Huíla,-14.910009,13.490019,natural_earth_populated_places
Luanda,Luanda,place,point,Angola,Luanda,-8.83634,13.232481,natural_earth_populated_places
Malanje,Malanje,place,point,Angola,Malanje,-9.54,16.340026,natural_earth_populated_places
Moçâmedes,Moçâmedes,place,point,Angola,Namibe,-15.190043,12.160022,natural_earth_populated_places
Namibe,Moçâmedes,place,point,Angola,Namibe,-15.190043,12.160022,natural_earth_populated_places
Aboa Station,Aboa Station,place,point,Antarctica,,-75.049594,-13.416711,natural_earth_populated_places
AmundseniScott South Pole Station,Amundsen–Scott South Pole Station,place,point,Antarctica,,-90.0,176.994452,natural_earth_populated_places
Amundsen–Scott South Pole Station,Amundsen–Scott South Pole Station,place,point,Antarctica,,-90.0,176.994452,natural_earth_populated_places
Artigas Base,Artigas Base,place,point,Antarctica,,-62.173887,-58.863864,natural_earth_populated_places
Base Presidente Montalva,Base Presidente Montalva,place,point,Antarctica,,-62.182744,-58.907652,natural_earth_populated_places
Belgrano II Base,Belgrano II Base,place,point,Antarctica,,-77.866321,-34.616683,natural_earth_populated_places
Capitan Arturo Prat Station,Capitan Arturo Prat Station,place,point,Antarctica,,-62.499507,-59.683319,natural_earth_populated_places
Carlini Base,Carlini Base,place,point,Antarctica,,-62.224144,-58.650476,natural_earth_populated_places
Casey Station,Casey Station,place,point,Antarctica,,-66.286086,110.536214,natural_earth_populated_places
Concordia Research Station,Concordia Research Station,place,point,Antarctica,,-74.666309,124.167036,natural_earth_populated_places
Davis Station,Davis Station,place,point,Antarctica,,-68.777674,78.140735,natural_earth_populated_places
Dumont d'Urville Station,Dumont d'Urville Station,place,point,Antarctica,,-66.775051,139.963684,natural_earth_populated_places
Elephant Island,Elephant Island,place,point,Antarctica,,-61.999589,-57.999985,natural_earth_populated_places
Escudero Base,Escudero Base,place,point,Antarctica,,-62.194963,-58.952666,natural_earth_populated_places
Esperanza Base,Esperanza Base,place,point,Antarctica,,-63.375329,-57.025902,natural_earth_populated_places
Esperanza Station,Esperanza Base,place,point,Antarctica,,-63.375329,-57.025902,natural_earth_populated_places
Gen. O'Higgins Base,Gen. O'Higgins Base,place,point,Antarctica,,-63.328418,-57.889594,natural_earth_populated_places
Great Wall Station,Great Wall Station,place,point,Antarctica,,-62.21632,-58.966696,natural_earth_populated_places
Halley Station,Halley Station,place,point,Antarctica,,-76.092263,-26.474157,natural_earth_populated_places
King Sejong Station,King Sejong Station,place,point,Antarctica,,-62.224853,-58.771599,natural_earth_populated_places
Maitri Station,Maitri Station,place,point,Antarctica,,-70.78218,11.730458,natural_earth_populated_places
Marambio Base,Marambio Base,place,point,Antarctica,,-64.232889,-56.650015,natural_earth_populated_places
Mawson Station,Mawson Station,place,point,Antarctica,,-67.61452,62.875001,natural_earth_populated_places
McMurdo Station,McMurdo Station,place,point,Antarctica,,-77.732282,166.869416,natural_earth_populated_places
Mirny Station,Mirny Station,place,point,Antarctica,,-66.57553,93.006289,natural_earth_populated_places
Neumayer Station III,Neumayer Station III,place,point,Antarctica,,-70.890397,-7.838438,natural_earth_populated_places
Novolazarevskaya Station,Novolazarevskaya Station,place,point,Antarctica,,-71.301235,-11.850213,natural_earth_populated_places
Orcadas Station,Orcadas Station,place,point,Antarctica,,-60.732896,-44.733301,natural_earth_populated_places
Palmer Station,Palmer Station,place,point,Antarctica,,-64.762413,-64.046876,natural_earth_populated_places
Peter I Island,Peter I Island,place,point,Antarctica,,-68.795161,-90.584203,natural_earth_populated_places
Rothera Station,Rothera Station,place,point,Antarctica,,-67.564776,-68.123541,natural_earth_populated_places
San Martin Base,San Martín Base,place,point,Antarctica,,-68.116322,-67.099998,natural_earth_populated_places
San Martín Base,San Martín Base,place,point,Antarctica,,-68.116322,-67.099998,natural_earth_populated_places
Scott Base,Scott Base,place,point,Antarctica,,-77.846938,166.749102,natural_earth_populated_places
Showa Station,Showa Station,place,point,Antarctica,,-69.030393,39.746083,natural_earth_populated_places
Signy Research Station,Signy Research Station,place,point,Antarctica,,-60.631308,-45.600703,natural_earth_populated_places
Sobral Base,Sobral Base,place,point,Antarctica,,-81.179085,-40.501532,natural_earth_populated_places
Svea Station,Svea Station,place,point,Antarctica,,-74.582904,-11.21669,natural_earth_populated_places
Troll Station,Troll Station,place,point,Antarctica,,-72.01629,2.533323,natural_earth_populated_places
Vostok,Vostok Station,place,point,Antarctica,,-78.466284,106.800034,natural_earth_populated_places
Vostok Station,Vostok Station,place,point,Antarctica,,-78.466284,106.800034,natural_earth_populated_places
Wasa Station,Wasa Station,place,point,Antarctica,,-73.049612,-13.416711,natural_earth_populated_places
Zhongshan Station,Zhongshan Station,place,point,Antarctica,,-69.434063,76.339298,natural_earth_populated_places
Zucchelli Station,Zucchelli Station,place,point,Antarctica,,-74.619193,164.219027,natural_earth_populated_places
Saint John's,Saint John's,place,point,Antigua and Barbuda,,17.118037,-61.850034,natural_earth_populated_places
Comodoro Rivadavia,Comodoro Rivadavia,place,point,Argentina,Chubut,-45.870031,-67.499999,natural_earth_populated_places
Rawson,Rawson,place,point,Argentina,Chubut,-43.300007,-65.099991,natural_earth_populated_places
Bahia Blanca,Bahía Blanca,place,point,Argentina,Ciudad de Buenos Aires,-38.740027,-62.265021,natural_earth_populated_places
Bahía Blanca,Bahía Blanca,place,point,Argentina,Ciudad de Buenos Aires,-38.740027,-62.265021,natural_earth_populated_places
Buenos Aires,Buenos Aires,place,point,Argentina,Ciudad de Buenos Aires,-34.600556,-58.399477,natural_earth_populated_places
Mar del Plata,Mar del Plata,place,point,Argentina,Ciudad de Buenos Aires,-38.00002,-57.579984,natural_earth_populated_places
Cordoba,Córdoba,place,point,Argentina,Córdoba,-31.398012,-64.18424,natural_earth_populated_places
Córdoba,Córdoba,place,point,Argentina,Córdoba,-31.398012,-64.18424,natural_earth_populated_places
Formosa,Formosa,place,point,Argentina,Formosa,-26.172835,-58.182816,natural_earth_populated_places
Santa Rosa,Santa Rosa,place,point,Argentina,La Pampa,-36.620001,-64.299988,natural_earth_populated_places
Mendoza,Mendoza,place,point,Argentina,Mendoza,-32.881384,-68.818557,natural_earth_populated_places
Posadas,Posadas,place,point,Argentina,Misiones,-27.357832,-55.885107,natural_earth_populated_places
Neuquen,Neuquén,place,point,Argentina,Neuquén,-38.95004,-68.059991,natural_earth_populated_places
Neuquén,Neuquén,place,point,Argentina,Neuquén,-38.95004,-68.059991,natural_earth_populated_places
Bariloche,Bariloche,place,point,Argentina,Río Negro,-41.149957,-71.3,natural_earth_populated_places
San Carlos de Bariloche,Bariloche,place,point,Argentina,Río Negro,-41.149957,-71.3,natural_earth_populated_places
Salta,Salta,place,point,Argentina,Salta,-24.783359,-65.416638,natural_earth_populated_places
San Juan,San Juan,place,point,Argentina,San Juan,-31.550026,-68.519988,natural_earth_populated_places
El Calafate,El Calafate,place,point,Argentina,Santa Cruz,-50.333324,-72.300016,natural_earth_populated_places
Puerto Deseado,Puerto Deseado,place,point,Argentina,Santa Cruz,-47.75002,-65.899968,natural_earth_populated_places
Rio Gallegos,Río Gallegos,place,point,Argentina,Santa Cruz,-51.633297,-69.216587,natural_earth_populated_places
Río Gallegos,Río Gallegos,place,point,Argentina,Santa Cruz,-51.633297,-69.216587,natural_earth_populated_places
Rosario,Rosario,place,point,Argentina,Santa Fe,-32.949184,-60.668254,natural_earth_populated_places
Santa Fe,Santa Fe,place,point,Argentina,Santa Fe,-31.623872,-60.690001,natural_earth_populated_places
Tucuman,Tucumán,place,point,Argentina,Tucumán,-26.814054,-65.21857,natural_earth_populated_places
Tucumán,Tucumán,place,point,Argentina,Tucumán,-26.814054,-65.21857,natural_earth_populated_places
Yerevan,Yerevan,place,point,Armenia,Erevan,40.183097,44.511606,natural_earth_populated_places
Oranjestad,Oranjestad,place,point,Aruba,,12.530384,-70.028992,natural_earth_populated_places
Canberra,Canberra,place,point,Australia,Australian Capital Territory,-35.283029,149.129026,natural_earth_populated_places
Armidale,Armidale,place,point,Australia,New South Wales,-30.512312,151.667476,natural_earth_populated_places
Broken Hill,Broken Hill,place,point,Australia,New South Wales,-31.94995,141.433114,natural_earth_populated_places
Dubbo,Dubbo,place,point,Australia,New South Wales,-32.259957,148.597327,natural_earth_populated_places
Griffith,Griffith,place,point,Australia,New South Wales,-34.290014,146.040016,natural_earth_populated_places
Newcastle,Newcastle,place,point,Australia,New South Wales,-32.845348,151.815012,natural_earth_populated_places
Orange,Orange,place,point,Australia,New South Wales,-33.279998,149.099984,natural_earth_populated_places
Sydney,Sydney,place,point,Australia,New South Wales,-33.918065,151.183234,natural_earth_populated_places
Alice Springs,Alice Springs,place,point,Australia,Northern Territory,-23.700997,133.880035,natural_earth_populated_places
Darwin,Darwin,place,point,Australia,Northern Territory,-12.425354,130.850039,natural_earth_populated_places
Katherine,Katherine,place,point,Australia,Northern Territory,-14.466625,132.266593,natural_earth_populated_places
Brisbane,Brisbane,place,point,Australia,Queensland,-27.453085,153.033147,natural_earth_populated_places
Cairns,Cairns,place,point,Australia,Queensland,-16.88784,145.763331,natural_earth_populated_places
Gold Coast,Gold Coast,place,point,Australia,Queensland,-28.081504,153.448246,natural_earth_populated_places
Mount Isa,Mount Isa,place,point,Australia,Queensland,-20.723866,139.490028,natural_earth_populated_places
Rockhampton,Rockhampton,place,point,Australia,Queensland,-23.363911,150.520001,natural_earth_populated_places
Townsville,Townsville,place,point,Australia,Queensland,-19.24995,146.769997,natural_earth_populated_places
Windorah,Windorah,place,point,Australia,Queensland,-25.433242,142.650197,natural_earth_populated_places
Adelaide,Adelaide,place,point,Australia,South Australia,-34.933042,138.598059,natural_earth_populated_places
Port Lincoln,Port Lincoln,place,point,Australia,South Australia,-34.733243,135.86658,natural_earth_populated_places
Whyalla,Whyalla,place,point,Australia,South Australia,-33.025027,137.561412,natural_earth_populated_places
Devonport,Devonport,place,point,Australia,Tasmania,-41.192668,146.331102,natural_earth_populated_places
Hobart,Hobart,place,point,Australia,Tasmania,-42.850009,147.29503,natural_earth_populated_places
Bendigo,Bendigo,place,point,Australia,Victoria,-36.759993,144.28002,natural_earth_populated_places
Melbourne,Melbourne,place,point,Australia,Victoria,-37.818086,144.97307,natural_earth_populated_places
Portland,Portland,place,point,Australia,Victoria,-38.34,141.590003,natural_earth_populated_places
Wangaratta,Wangaratta,place,point,Australia,Victoria,-36.360017,146.3,natural_earth_populated_places
Albany,Albany,place,point,Australia,Western Australia,-35.016947,117.891605,natural_earth_populated_places
Broome,Broome,place,point,Australia,Western Australia,-17.961771,122.230768,natural_earth_populated_places
Busselton,Busselton,place,point,Australia,Western Australia,-33.65641,115.348659,natural_earth_populated_places
Geraldton,Geraldton,place,point,Australia,Western Australia,-28.76663,114.599971,natural_earth_populated_places
Kalgoorlie,Kalgoorlie,place,point,Australia,Western Australia,-30.735399,121.460018,natural_earth_populated_places
Karratha,Karratha,place,point,Australia,Western Australia,-20.730377,116.870013,natural_earth_populated_places
Mandurah,Mandurah,place,point,Australia,Western Australia,-32.523483,115.747057,natural_earth_populated_places
Perth,Perth,place,point,Australia,Western Australia,-31.953069,115.838053,natural_earth_populated_places
Port Hedland,Port Hedland,place,point,Australia,Western Australia,-20.310402,118.606032,natural_earth_populated_places
Vienna,Vienna,place,point,Austria,Wien,48.201961,16.364693,natural_earth_populated_places
Baku,Baku,place,point,Azerbaijan,Baki,40.397218,49.860271,natural_earth_populated_places
Manama,Manama,place,point,Bahrain,,26.236136,50.583052,natural_earth_populated_places
Chattogram,Chattogram,place,point,Bangladesh,Chittagong,22.331938,91.798022,natural_earth_populated_places
Dhaka,Dhaka,place,point,Bangladesh,Dhaka,23.725006,90.406634,natural_earth_populated_places
Khulna,Khulna,place,point,Bangladesh,Khulna,22.841933,89.558055,natural_earth_populated_places
Rajshahi,Rajshahi,place,point,Bangladesh,Rajshahi,24.37693,88.603074,natural_earth_populated_places
Bridgetown,Bridgetown,place,point,Barbados,Saint Michael,13.102003,-59.616527,natural_earth_populated_places
Brest,Brest,place,point,Belarus,Brest,52.099984,23.69999,natural_earth_populated_places
Minsk,Minsk,place,point,Belarus,Minsk,53.901923,27.564681,natural_earth_populated_places
Brussels,Brussels,place,point,Belgium,Brussels,50.835263,4.331371,natural_earth_populated_places
Belmopan,Belmopan,place,point,Belize,Cayo,17.252034,-88.767073,natural_earth_populated_places
Parakou,Parakou,place,point,Benin,Borgou,9.34001,2.620036,natural_earth_populated_places
Cotonou,Cotonou,place,point,Benin,Ouémé,6.401954,2.518045,natural_earth_populated_places
Porto-Novo,Porto-Novo,place,point,Benin,Ouémé,6.483311,2.616626,natural_earth_populated_places
Hamilton,Hamilton,place,point,Bermuda,,32.29419,-64.783937,natural_earth_populated_places
Thimphu,Thimphu,place,point,Bhutan,Thimphu,27.472986,89.639014,natural_earth_populated_places
Sucre,Sucre,place,point,Bolivia,Chuquisaca,-19.040971,-65.259516,natural_earth_populated_places
Riberalta,Riberalta,place,point,Bolivia,El Beni,-10.983013,-66.100007,natural_earth_populated_places
Trinidad,Trinidad,place,point,Bolivia,El Beni,-14.833372,-64.899977,natural_earth_populated_places
La Paz,La Paz,place,point,Bolivia,La Paz,-16.496028,-68.151931,natural_earth_populated_places
Santa Cruz,Santa Cruz,place,point,Bolivia,Santa Cruz,-17.751972,-63.227942,natural_earth_populated_places
Tarija,Tarija,place,point,Bolivia,Tarija,-21.516685,-64.749986,natural_earth_populated_places
Sarajevo,Sarajevo,place,point,Bosnia and Herzegovina,Sarajevo,43.850022,18.383002,natural_earth_populated_places
Banja Luka,Banja Luka,place,point,Bosnia and Herzegovina,Serbian Republic,44.780405,17.179974,natural_earth_populated_places
Francistown,Francistown,place,point,Botswana,Central,-21.17004,27.500016,natural_earth_populated_places
Mahalapye,Mahalapye,place,point,Botswana,Central,-23.1,26.820006,natural_earth_populated_places
Serowe,Serowe,place,point,Botswana,Central,-22.390017,26.710039,natural_earth_populated_places
Gaborone,Gaborone,place,point,Botswana,South-East,-24.646314,25.911948,natural_earth_populated_places
Cruzeiro do Sul,Cruzeiro do Sul,place,point,Brazil,Acre,-7.629988,-72.669968,natural_earth_populated_places
Rio Branco,Rio Branco,place,point,Brazil,Acre,-9.966589,-67.800007,natural_earth_populated_places
Maceio,Maceió,place,point,Brazil,Alagoas,-9.61805,-35.73192,natural_earth_populated_places
Maceió,Maceió,place,point,Brazil,Alagoas,-9.61805,-35.73192,natural_earth_populated_places
Macapa,Macapá,place,point,Brazil,Amapá,0.033007,-51.050021,natural_earth_populated_places
Macapá,Macapá,place,point,Brazil,Amapá,0.033007,-51.050021,natural_earth_populated_places
Manaus,Manaus,place,point,Brazil,Amazonas,-3.098086,-60.001963,natural_earth_populated_places
Barreiras,Barreiras,place,point,Brazil,Bahia,-12.139997,-45.000003,natural_earth_populated_places
Feira de Santana,Feira de Santana,place,point,Brazil,Bahia,-12.250016,-38.970009,natural_earth_populated_places
Salvador,Salvador,place,point,Brazil,Bahia,-12.968026,-38.481933,natural_earth_populated_places
Vitoria da Conquista,Vitória da Conquista,place,point,Brazil,Bahia,-14.850012,-40.839998,natural_earth_populated_places
Vitória da Conquista,Vitória da Conquista,place,point,Brazil,Bahia,-14.850012,-40.839998,natural_earth_populated_places
Fortaleza,Fortaleza,place,point,Brazil,Ceará,-3.748072,-38.581927,natural_earth_populated_places
Brasilia,Brasília,place,point,Brazil,Distrito Federal,-15.781394,-47.917998,natural_earth_populated_places
Brasília,Brasília,place,point,Brazil,Distrito Federal,-15.781394,-47.917998,natural_earth_populated_places
Vila Velha,Vila Velha,place,point,Brazil,Espírito Santo,-20.367608,-40.317989,natural_earth_populated_places
Goiania,Goiânia,place,point,Brazil,Goiás,-16.718081,-49.301971,natural_earth_populated_places
Goiânia,Goiânia,place,point,Brazil,Goiás,-16.718081,-49.301971,natural_earth_populated_places
Caxias,Caxias,place,point,Brazil,Maranh,-4.833001,-43.350026,natural_earth_populated_places
Sao Luis,São Luís,place,point,Brazil,Maranhão,-2.514039,-44.267937,natural_earth_populated_places
São Luís,São Luís,place,point,Brazil,Maranhão,-2.514039,-44.267937,natural_earth_populated_places
Alta Floresta,Alta Floresta,place,point,Brazil,Mato Grosso,-9.90003,-55.909983,natural_earth_populated_places
Colider,Colíder,place,point,Brazil,Mato Grosso,-10.817287,-55.45058,natural_earth_populated_places
Colíder,Colíder,place,point,Brazil,Mato Grosso,-10.817287,-55.45058,natural_earth_populated_places
Cuiaba,Cuiabá,place,point,Brazil,Mato Grosso,-15.567661,-56.086931,natural_earth_populated_places
Cuiabá,Cuiabá,place,point,Brazil,Mato Grosso,-15.567661,-56.086931,natural_earth_populated_places
Campo Grande,Campo Grande,place,point,Brazil,Mato Grosso do Sul,-20.448086,-54.618571,natural_earth_populated_places
Corumba,Corumbá,place,point,Brazil,Mato Grosso do Sul,-19.016011,-57.650006,natural_earth_populated_places
Corumbá,Corumbá,place,point,Brazil,Mato Grosso do Sul,-19.016011,-57.650006,natural_earth_populated_places
Belo Horizonte,Belo Horizonte,place,point,Brazil,Minas Gerais,-19.91308,-43.91695,natural_earth_populated_places
Montes Claros,Montes Claros,place,point,Brazil,Minas Gerais,-16.720027,-43.860021,natural_earth_populated_places
Uberlandia,Uberlândia,place,point,Brazil,Minas Gerais,-18.899998,-48.279984,natural_earth_populated_places
Uberlândia,Uberlândia,place,point,Brazil,Minas Gerais,-18.899998,-48.279984,natural_earth_populated_places
Curitiba,Curitiba,place,point,Brazil,Paraná,-25.418067,-49.321944,natural_earth_populated_places
Ponta Grossa,Ponta Grossa,place,point,Brazil,Paraná,-25.090007,-50.16005,natural_earth_populated_places
Belem,Belém,place,point,Brazil,Pará,-1.448057,-48.481969,natural_earth_populated_places
Belém,Belém,place,point,Brazil,Pará,-1.448057,-48.481969,natural_earth_populated_places
Maraba,Marabá,place,point,Brazil,Pará,-5.349972,-49.115979,natural_earth_populated_places
Marabá,Marabá,place,point,Brazil,Pará,-5.349972,-49.115979,natural_earth_populated_places
Santarem,Santarém,place,point,Brazil,Pará,-2.433251,-54.699979,natural_earth_populated_places
Santarém,Santarém,place,point,Brazil,Pará,-2.433251,-54.699979,natural_earth_populated_places
Petrolina,Petrolina,place,point,Brazil,Pernambuco,-9.38001,-40.509967,natural_earth_populated_places
Recife,Recife,place,point,Brazil,Pernambuco,-8.0737,-34.917551,natural_earth_populated_places
Teresina,Teresina,place,point,Brazil,Piauí,-5.093055,-42.781955,natural_earth_populated_places
Natal,Natal,place,point,Brazil,Rio Grande do Norte,-5.778077,-35.24195,natural_earth_populated_places
Caxias do Sul,Caxias do Sul,place,point,Brazil,Rio Grande do Sul,-29.17999,-51.17004,natural_earth_populated_places
Pelotas,Pelotas,place,point,Brazil,Rio Grande do Sul,-31.750014,-52.330021,natural_earth_populated_places
Porto Alegre,Porto Alegre,place,point,Brazil,Rio Grande do Sul,-30.048069,-51.201958,natural_earth_populated_places
Rio de Janeiro,Rio de Janeiro,place,point,Brazil,Rio de Janeiro,-22.923077,-43.226967,natural_earth_populated_places
Ji-Parana,Ji-Paraná,place,point,Brazil,Rondinia,-10.833307,-61.967003,natural_earth_populated_places
Ji-Paraná,Ji-Paraná,place,point,Brazil,Rondinia,-10.833307,-61.967003,natural_earth_populated_places
Porto Velho,Porto Velho,place,point,Brazil,Rondônia,-8.750023,-63.900012,natural_earth_populated_places
Vilhena,Vilhena,place,point,Brazil,Rondônia,-12.716602,-60.1166,natural_earth_populated_places
Boa Vista,Boa Vista,place,point,Brazil,Roraima,2.816093,-60.665998,natural_earth_populated_places
Florianopolis,Florianópolis,place,point,Brazil,Santa Catarina,-27.578039,-48.521966,natural_earth_populated_places
Florianópolis,Florianópolis,place,point,Brazil,Santa Catarina,-27.578039,-48.521966,natural_earth_populated_places
Campinas,Campinas,place,point,Brazil,São Paulo,-22.898066,-47.101976,natural_earth_populated_places
Ribeirao Preto,Ribeirão Preto,place,point,Brazil,São Paulo,-21.17004,-47.829985,natural_earth_populated_places
Ribeirão Preto,Ribeirão Preto,place,point,Brazil,São Paulo,-21.17004,-47.829985,natural_earth_populated_places
Sao Paulo,São Paulo,place,point,Brazil,São Paulo,-23.556734,-46.626966,natural_earth_populated_places
Sorocaba,Sorocaba,place,point,Brazil,São Paulo,-23.490002,-47.469981,natural_earth_populated_places
São Paulo,São Paulo,place,point,Brazil,São Paulo,-23.556734,-46.626966,natural_earth_populated_places
Alvorada,Alvorada,place,point,Brazil,Tocantins,-12.470002,-49.082002,natural_earth_populated_places
Bandar Seri Begawan,Bandar Seri Begawan,place,point,Brunei,Brunei and Muara,4.883331,114.933284,natural_earth_populated_places
Sofia,Sofia,place,point,Bulgaria,Grad Sofiya,42.685295,23.314708,natural_earth_populated_places
Bobo Dioulasso,Bobo Dioulasso,place,point,Burkina Faso,Houet,11.179975,-4.289981,natural_earth_populated_places
Ouagadougou,Ouagadougou,place,point,Burkina Faso,Kadiogo,12.372262,-1.52667,natural_earth_populated_places
Bujumbura,Bujumbura,place,point,Burundi,Bujumbura Mairie,-3.376087,29.360006,natural_earth_populated_places
Battambang,Battambang,place,point,Cambodia,Batdâmbâng,13.100013,103.200047,natural_earth_populated_places
Phnom Penh,Phnom Penh,place,point,Cambodia,Phnom Penh,11.551976,104.914689,natural_earth_populated_places
Siem Reap,Siem Reap,place,point,Cambodia,Siemréab,13.366638,103.850033,natural_earth_populated_places
Yaounde,Yaoundé,place,point,Cameroon,Centre,3.868647,11.514705,natural_earth_populated_places
Yaoundé,Yaoundé,place,point,Cameroon,Centre,3.868647,11.514705,natural_earth_populated_places
Maroua,Maroua,place,point,Cameroon,Extrême-Nord,10.595566,14.324696,natural_earth_populated_places
Douala,Douala,place,point,Cameroon,Littoral,4.062356,9.708045,natural_earth_populated_places
Garoua,Garoua,place,point,Cameroon,Nord,9.300012,13.390025,natural_earth_populated_places
Bamenda,Bamenda,place,point,Cameroon,Nord-Ouest,5.959984,10.150016,natural_earth_populated_places
Ebolowa,Ebolowa,place,point,Cameroon,Sud,2.900016,11.150007,natural_earth_populated_places
Calgary,Calgary,place,point,Canada,Alberta,51.084938,-114.081944,natural_earth_populated_places
Edmonton,Edmonton,place,point,Canada,Alberta,53.551971,-113.501928,natural_earth_populated_places
Fort McMurray,Fort McMurray,place,point,Canada,Alberta,56.733319,-111.383315,natural_earth_populated_places
Fort Smith,Fort Smith,place,point,Canada,Alberta,60.000019,-111.883336,natural_earth_populated_places
Peace River,Peace River,place,point,Canada,Alberta,56.233323,-117.283291,natural_earth_populated_places
Fort St. John,Fort St. John,place,point,Canada,British Columbia,56.249989,-120.833281,natural_earth_populated_places
Prince Rupert,Prince Rupert,place,point,Canada,British Columbia,54.31667,-130.329988,natural_earth_populated_places
Vancouver,Vancouver,place,point,Canada,British Columbia,49.275362,-123.12359,natural_earth_populated_places
Victoria,Victoria,place,point,Canada,British Columbia,48.433283,-123.350001,natural_earth_populated_places
Brandon,Brandon,place,point,Canada,Manitoba,49.833275,-99.949982,natural_earth_populated_places
Churchill,Churchill,place,point,Canada,Manitoba,58.765985,-94.165994,natural_earth_populated_places
Thompson,Thompson,place,point,Canada,Manitoba,55.749942,-97.866621,natural_earth_populated_places
Winnipeg,Winnipeg,place,point,Canada,Manitoba,49.882988,-97.165992,natural_earth_populated_places
Labrador City,Labrador City,place,point,Canada,Newfoundland and Labrador,52.941431,-66.915875,natural_earth_populated_places
Nain,Nain,place,point,Canada,Newfoundland and Labrador,56.547352,-61.686045,natural_earth_populated_places
St. John's,St. John's,place,point,Canada,Newfoundland and Labrador,47.584988,-52.681007,natural_earth_populated_places
Fort Good Hope,Fort Good Hope,place,point,Canada,Northwest Territories,66.266613,-128.633322,natural_earth_populated_places
Yellowknife,Yellowknife,place,point,Canada,Northwest Territories,62.442014,-114.396981,natural_earth_populated_places
Halifax,Halifax,place,point,Canada,Nova Scotia,44.650025,-63.600005,natural_earth_populated_places
Sydney,Sydney,place,point,Canada,Nova Scotia,46.066115,-60.179981,natural_earth_populated_places
Arctic Bay,Arctic Bay,place,point,Canada,Nunavut,73.033306,-85.166621,natural_earth_populated_places
Arviat,Arviat,place,point,Canada,Nunavut,61.108592,-94.058607,natural_earth_populated_places
Cambridge Bay,Cambridge Bay,place,point,Canada,Nunavut,69.116956,-105.033315,natural_earth_populated_places
Chesterfield Inlet,Chesterfield Inlet,place,point,Canada,Nunavut,63.33829,-90.700082,natural_earth_populated_places
Igloolik,Igloolik,place,point,Canada,Nunavut,69.256535,-81.793592,natural_earth_populated_places
Iqaluit,Iqaluit,place,point,Canada,Nunavut,63.750459,-68.500192,natural_earth_populated_places
Kugluktuk,Kugluktuk,place,point,Canada,Nunavut,67.798663,-115.12535,natural_earth_populated_places
Naujaat,Naujaat,place,point,Canada,Nunavut,66.529467,-86.282935,natural_earth_populated_places
Repulse Bay,Naujaat,place,point,Canada,Nunavut,66.529467,-86.282935,natural_earth_populated_places
Resolute,Resolute,place,point,Canada,Nunavut,74.683334,-94.900006,natural_earth_populated_places
Taloyoak,Taloyoak,place,point,Canada,Nunavut,69.533313,-93.53332,natural_earth_populated_places
Fort Severn,Fort Severn,place,point,Canada,Ontario,55.983339,-87.649984,natural_earth_populated_places
North Bay,North Bay,place,point,Canada,Ontario,46.300002,-79.449993,natural_earth_populated_places
Ottawa,Ottawa,place,point,Canada,Ontario,45.418643,-75.701961,natural_earth_populated_places
Thunder Bay,Thunder Bay,place,point,Canada,Ontario,48.44615,-89.274975,natural_earth_populated_places
Timmins,Timmins,place,point,Canada,Ontario,48.466588,-81.333315,natural_earth_populated_places
Toronto,Toronto,place,point,Canada,Ontario,43.701926,-79.421967,natural_earth_populated_places
Charlottetown,Charlottetown,place,point,Canada,Prince Edward Island,46.249282,-63.131325,natural_earth_populated_places
Kuujjuaq,Kuujjuaq,place,point,Canada,Québec,58.100005,-68.399996,natural_earth_populated_places
Kuujjuarapik,Kuujjuarapik,place,point,Canada,Québec,55.281495,-77.765832,natural_earth_populated_places
